,브랜드,모델,세부등급,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백,가격표준화
73,기아,모닝,바이퓨얼 스마트,6390000,16,83367,LPG,오토,16.7,경차,998,진주색,0,없음,없음,사고있음,없음,없음,있음,3,많음,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.39005729933616784
74,기아,모닝,디럭스 스페셜,6300000,11,60629,가솔린,오토,17.0,경차,998,진주색,0,없음,없음,사고있음,없음,없음,없음,5,짧음,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.35692022272345075
75,기아,모닝,디럭스,5800000,15,27580,가솔린,오토,16.7,경차,0,노랑색,0,없음,없음,사고없음,없음,없음,없음,2,짧음,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.1728253526528001
76,기아,모닝,럭셔리,6500000,16,73772,가솔린,오토,16.7,경차,998,진주색,0,없음,없음,사고있음,없음,없음,없음,3,많음,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.430558170751711
77,기아,모닝,럭셔리,5990000,13,87131,가솔린,오토,16.7,경차,999,진주색,0,없음,없음,사고있음,없음,없음,없음,5,많음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0.24278140327964734
78,기아,모닝,럭셔리,7900000,17,14144,가솔린,오토,16.0,경차,998,진주색,0,없음,없음,사고없음,없음,없음,있음,1,짧음,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0.9460238069495328
79,기아,모닝,스마트,5200000,15,29925,가솔린,오토,16.7,경차,998,흰색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.04808849143198068
80,기아,모닝,SLX 고급형 블랙프리미엄,2800000,8,127000,가솔린,오토,16.7,경차,999,은색,0,없음,없음,사고있음,없음,없음,없음,4,보통,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.9317438677711037
81,기아,모닝,디럭스 스페셜,3300000,11,104913,가솔린,오토,17.0,경차,998,회색,0,없음,없음,사고있음,없음,없음,없음,2,보통,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.7476489977004531
82,기아,모닝,럭셔리,3500000,11,139000,가솔린,오토,16.7,경차,1000,흰색,0,없음,없음,사고있음,없음,없음,없음,2,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6740110496721928
