,브랜드,모델,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백,가격표준화
83,쌍용,티볼리,13700000,17,33694,가솔린,오토,11.4,SUV,1597,흰색,0,없음,없음,사고있음,없음,없음,없음,0,짧음,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0.07465998029585706
84,쌍용,티볼리,12690000,15,46000,가솔린,오토,12.0,SUV,1597,파랑,0,없음,없음,사고없음,없음,없음,없음,1,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3148528203868706
86,쌍용,티볼리,11800000,15,82914,가솔린,오토,12.0,SUV,1597,흰색,0,없음,없음,사고없음,없음,없음,없음,2,보통,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.6580868724736306
87,쌍용,티볼리,15900000,18,28618,가솔린,오토,13.3,SUV,1597,쥐색,0,없음,없음,사고없음,없음,없음,없음,1,보통,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0.9231037045552639
88,쌍용,티볼리,12900000,15,48322,디젤,오토,14.5,SUV,1600,흰색,0,없음,없음,사고없음,없음,없음,없음,1,짧음,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,-0.23386501034392723
89,쌍용,티볼리,13800000,16,38079,디젤,오토,13.8,SUV,1597,흰색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0.11322560412583009
90,쌍용,티볼리,13300000,18,49000,가솔린,오토,11.4,SUV,1597,흰색,0,없음,없음,사고없음,없음,없음,있음,1,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07960251502403509
91,쌍용,티볼리,13400000,16,40426,디젤,오토,14.7,SUV,0,흰색,0,없음,1 건,사고있음,없음,없음,없음,1,짧음,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,-0.04103689119406205
92,쌍용,티볼리,13700000,16,43365,가솔린,오토,11.4,SUV,2000,흰색,0,없음,없음,사고없음,없음,없음,없음,0,짧음,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0.07465998029585706
93,쌍용,티볼리,11300000,15,64377,디젤,오토,14.7,SUV,1591,딥블루,0,없음,없음,사고있음,20200411,없음,없음,4,짧음,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,-0.8509149916234958
