,브랜드,모델,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백,가격표준화
66,현대,아반떼,10200000,13,11400,가솔린,오토,14.3,준중형,1591,파랑색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0.552644967343581
70,현대,아반떼,6200000,10,88367,가솔린,오토,14.3,준중형,1591,흰색,0,없음,없음,사고없음,없음,없음,없음,3,짧음,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.4552859671019148
72,현대,아반떼,10000000,15,45456,가솔린,오토,14.3,준중형,1600,흰색,0,없음,없음,사고있음,없음,없음,없음,5,짧음,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0.5022484206213063
73,현대,아반떼,3500000,10,130614,가솔린,오토,14.3,준중형,1591,은색,0,없음,없음,사고있음,없음,없음,없음,5,보통,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-1.1356393478526245
74,현대,아반떼,13490000,16,20937,가솔린,오토,13.1,준중형,1600,은색,0,없음,없음,사고있음,없음,없음,없음,0,짧음,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.3816681609250014
75,현대,아반떼,6900000,14,84600,디젤,오토,18.5,준중형,1600,은색,0,없음,없음,사고없음,없음,없음,있음,5,보통,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,-0.27889805357395303
76,현대,아반떼,11600000,16,40400,디젤,오토,18.4,준중형,1582,회색,0,없음,없음,사고없음,없음,없음,있음,1,짧음,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0.9054207943995046
77,현대,아반떼,8100000,16,131744,디젤,오토,18.4,준중형,1591,흰색,0,없음,없음,사고있음,없음,없음,없음,0,많음,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0.02348122675969572
78,현대,아반떼,3700000,10,159110,가솔린,오토,14.3,준중형,1591,회색,0,없음,없음,사고있음,없음,없음,없음,4,보통,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-1.0852428011303497
79,현대,아반떼,7500000,15,98800,가솔린,오토,14.0,준중형,1591,흰색,0,없음,없음,사고있음,없음,없음,없음,1,많음,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.12770841340712866
80,현대,아반떼,9500000,15,68289,가솔린,오토,14.3,준중형,0,흰색,0,없음,없음,사고없음,없음,없음,없음,1,보통,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.3762570538156193
81,현대,아반떼,5400000,10,143061,기타,오토,14.3,준중형,0,은색,0,없음,없음,사고있음,없음,없음,없음,4,보통,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,-0.656872153991014
82,현대,아반떼,4900000,11,160184,가솔린,오토,14.3,준중형,0,흰색,0,없음,없음,사고있음,없음,없음,있음,4,보통,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.782863520796701
83,현대,아반떼,9000000,15,44000,가솔린,오토,14.0,준중형,1600,다크 그레이,0,없음,없음,사고있음,없음,없음,없음,5,짧음,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.2502656870099323
84,현대,아반떼,4200000,12,75746,가솔린,수동,14.3,준중형,1600,은색,0,없음,없음,사고있음,없음,없음,없음,2,짧음,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,-0.9592514343246628
85,현대,아반떼,9900000,16,158187,LPG,오토,10.6,준중형,1600,쥐색,0,없음,없음,사고있음,없음,없음,있음,1,많음,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0.47705014726016887
86,현대,아반떼,6800000,14,73825,가솔린,오토,14.0,준중형,1591,검정,0,없음,없음,사고없음,없음,없음,없음,1,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3040963269350904
87,현대,아반떼,7400000,14,117250,디젤,오토,16.2,준중형,1582,은색,0,없음,없음,사고있음,없음,없음,없음,4,많음,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,-0.15290668676826605
88,현대,아반떼,3690000,8,88767,가솔린,오토,14.3,준중형,1591,은색,0,없음,없음,사고있음,없음,없음,없음,2,짧음,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,-1.0877626284664634
89,현대,아반떼,8700000,16,108884,디젤,오토,18.4,준중형,1582,흰색,0,없음,없음,사고없음,없음,없음,있음,2,많음,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0.1746708669265201
90,현대,아반떼,11500000,18,37431,가솔린,오토,13.7,준중형,1600,검정색,0,없음,없음,사고없음,없음,없음,있음,1,많음,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.8802225210383672
91,현대,아반떼,7000000,12,121622,가솔린,오토,14.3,준중형,1591,검정색,0,없음,없음,사고있음,없음,없음,없음,4,보통,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,-0.25369978021281564
92,현대,아반떼,7600000,16,120502,디젤,오토,17.9,준중형,1591,은색,0,없음,없음,사고없음,없음,없음,있음,1,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10251014004599127
93,현대,아반떼,9700000,15,49382,가솔린,오토,14.0,준중형,1591,흰색,0,없음,없음,사고없음,없음,없음,없음,0,짧음,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.4266536005378941
94,현대,아반떼,10400000,16,89614,가솔린,오토,13.7,준중형,1591,흰색,0,없음,없음,사고있음,없음,없음,있음,3,많음,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.6030415140658558
95,현대,아반떼,7550000,12,55470,가솔린,오토,14.0,준중형,1591,흰색,0,없음,없음,사고있음,없음,없음,없음,3,짧음,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,-0.11510927672655996
96,현대,아반떼,3500000,6,84032,가솔린,오토,14.3,준중형,1591,은색,0,없음,없음,사고있음,없음,없음,없음,2,짧음,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-1.1356393478526245
97,현대,아반떼,7500000,16,116429,디젤,오토,13.7,준중형,0,회색,0,없음,1 건,사고있음,없음,없음,있음,1,많음,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,-0.12770841340712866
