,브랜드,모델,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백
71,현대,포터2,8300000,14년01월(14년형),"52,820km",디젤,수동,정보없음,트럭,"2,497cc",청색,없음,없음,없음,사고있음,없음,없음,없음,1회,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,현대,포터2,11700000,16년06월(17년형),"84,000km",디젤,오토,정보없음,트럭,"2,497cc",청색,없음,없음,없음,사고없음,없음,없음,있음,2회,많음,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
73,현대,포터2,5800000,13년07월(14년형),"225,775km",디젤,수동,정보없음,트럭,"2,497cc",흰색,없음,없음,없음,사고있음,없음,없음,있음,3회,많음,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74,현대,포터2,6990000,11년03월(11년형),"129,514km",디젤,수동,정보없음,트럭,0cc,초록색,정보없음,없음,없음,사고없음,없음,없음,없음,1회,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,현대,포터2,16900000,18년09월(18년형),"26,404km",디젤,오토,정보없음,특수,"2,607cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,2회,짧음,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
76,현대,포터2,2390000,10년06월(10년형),"290,000km",디젤,수동,정보없음,트럭,"2,500cc",흰색,없음,없음,없음,사고있음,없음,없음,있음,3회,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,현대,포터2,5890000,11년10월(12년형),"90,000km",디젤,수동,정보없음,트럭,"2,500cc",흰색,없음,없음,없음,사고있음,없음,없음,있음,7회,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,현대,포터2,7790000,14년06월(15년형),"130,000km",디젤,수동,정보없음,트럭,"2,500cc",파랑색,없음,없음,없음,사고없음,없음,없음,없음,1회,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,현대,포터2,5400000,08년03월(08년형),"61,586km",디젤,수동,정보없음,트럭,"2,500cc",파랑색,정보없음,없음,없음,사고있음,없음,없음,없음,3회,짧음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
80,현대,포터2,29500000,14년04월(14년형),"64,190km",디젤,오토,정보없음,특수,"2,497cc",흰색,없음,없음,1 건,사고있음,없음,없음,없음,5회,짧음,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
81,현대,포터2,19200000,19년07월(19년형),"3,845km",디젤,오토,정보없음,트럭,"2,497cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,없음,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,현대,포터2,16700000,19년03월(19년형),"5,003km",디젤,수동,정보없음,트럭,"1,998cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,없음,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,현대,포터2,4900000,20년07월(12년형),"301,442km",디젤,수동,정보없음,트럭,"1,957cc",파랑색,없음,없음,없음,사고있음,없음,없음,있음,2회,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,현대,포터2,12500000,17년07월(18년형),"171,753km",디젤,오토,정보없음,트럭,"2,500cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,없음,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,현대,포터2,7200000,13년10월(14년형),"118,000km",디젤,수동,정보없음,트럭,0cc,청색,없음,없음,1 건,사고있음,없음,없음,없음,1회,보통,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
86,현대,포터2,13990000,18년05월(18년형),"15,813km",디젤,오토,정보없음,트럭,0cc,흰색,정보없음,없음,없음,사고있음,없음,없음,없음,없음,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,현대,포터2,14500000,18년12월(19년형),"14,411km",디젤,수동,정보없음,트럭,"2,498cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,1회,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,현대,포터2,5650000,11년06월(11년형),"110,617km",디젤,수동,정보없음,트럭,"2,500cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,1회,짧음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
89,현대,포터2,7500000,13년01월(13년형),"101,074km",디젤,수동,정보없음,트럭,"2,497cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,1회,보통,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
90,현대,포터2,16700000,19년10월(20년형),"17,888km",디젤,수동,정보없음,트럭,"2,000cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,없음,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,현대,포터2,8000000,14년08월(15년형),"190,000km",디젤,수동,정보없음,트럭,"2,498cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,3회,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,현대,포터2,8900000,15년10월(16년형),"105,231km",디젤,수동,정보없음,트럭,"2,497cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,2회,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
